Company name,NPRI_Report_ReportYear,Substance name,Current year quantity,Last year quantity,Two years ago quantity,Three years ago quantity,Number of employees,Group,Growth,Province,Price
Woodward's Oil Ltd.,2020,Ethylbenzene,1.524675,0.891,0.85615,0.2479,3,Releases to Air,0,Newfoundland and Labrador,0
Woodward's Oil Ltd.,2020,Speciated VOCs (62 substances),0,0,0,0,3,Releases to Air,0,Newfoundland and Labrador,0
Woodward's Oil Ltd.,2020,Toluene,7.890017,4.6096,4.4287,1.5173,3,Releases to Air,0,Newfoundland and Labrador,0
Woodward's Oil Ltd.,2020,Volatile Organic Compounds (VOCs),79.69,47.41,46.43,83.777,3,Releases to Air,0,Newfoundland and Labrador,0
Woodward's Oil Ltd.,2020,Xylene (all isomers),4.119021,2.4082,1.3152,0.6641,3,Releases to Air,0,Newfoundland and Labrador,0
Woodward's Oil Ltd.,2020,n-Hexane,2.119252,1.2381,1.18665,0.9348,3,Releases to Air,0,Newfoundland and Labrador,0
XTO Energy Canada ULC,2020,Carbon monoxide,937.7985,1093.4931,818.9688,729.2918,8,Releases to Air,0,Alberta,0
XTO Energy Canada ULC,2020,Nitrogen oxides (expressed as nitrogen dioxide),1109.6108,2065.859,1067.8991,825.5309,1,Releases to Air,0,Alberta,0
XTO Energy Canada ULC,2020,PM10 - Particulate Matter <= 10 Micrometers,20.5081,20.4268,8.5847,5.53,13,Releases to Air,0,Alberta,0
XTO Energy Canada ULC,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,20.5081,20.4268,8.5847,7.0994,13,Releases to Air,0,Alberta,0
XTO Energy Canada ULC,2020,Sulphur dioxide,5.5604,22.9438,9.4083,0,11,Releases to Air,0,Alberta,0
XTO Energy Canada ULC,2020,Total particulate matter,20.5081,20.4268,8.5847,0,13,Releases to Air,0,Alberta,0
XTO Energy Canada ULC,2020,Volatile Organic Compounds (VOCs),158.8559,82.485,141.8096,122.806,11,Releases to Air,0,Alberta,0
Yoho Resources Inc.,2020,Carbon monoxide,13.0154,25,0,0,2,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),54.009,18.6,0,42.594,2,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,1.3227,3.1,0,0,1,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,1.3227,3.1,0,0,1,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,Speciated VOCs (62 substances),0,0,0,0,2,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,Sulphur dioxide,0.3025,2.54,0,0,1,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,Total particulate matter,1.3227,3.1,0,0,1,Releases to Air,0,British Columbia,0
Yoho Resources Inc.,2020,Volatile Organic Compounds (VOCs),4.1575,0.0584,0,0,2,Releases to Air,0,British Columbia,0
Zargon Oil and Gas Ltd.,2020,Carbon monoxide,20.0439,54.57458,91.9853,139.1375,2,Releases to Air,0,Alberta,0
Zargon Oil and Gas Ltd.,2020,Nitrogen oxides (expressed as nitrogen dioxide),74.17,155.926281,257.6049,436.175,2,Releases to Air,0,Alberta,0
Zargon Oil and Gas Ltd.,2020,PM10 - Particulate Matter <= 10 Micrometers,0.048717,0.6874,0.6836,2.1145,4,Releases to Air,0,Alberta,0
Zargon Oil and Gas Ltd.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.048717,0.6874,0.6836,2.1145,4,Releases to Air,0,Alberta,0
Zargon Oil and Gas Ltd.,2020,Speciated VOCs (62 substances),0,0,0,0,4,Releases to Air,0,British Columbia,0
Zargon Oil and Gas Ltd.,2020,Sulphur dioxide,19.64,98.128,221.781,345.939,2,Releases to Air,0,Alberta,0
Zargon Oil and Gas Ltd.,2020,Total particulate matter,0.048717,0.6874,0.6836,0,4,Releases to Air,0,Alberta,0
Zargon Oil and Gas Ltd.,2020,Volatile Organic Compounds (VOCs),0.96041,4.482927,4.0454,0,4,Releases to Air,0,British Columbia,0
crystal claire cosmetics inc.,2020,Isopropyl alcohol,0,5.7,0,0,720,Releases to Air,0,Ontario,0
crystal claire cosmetics inc.,2020,Speciated VOCs (62 substances),0,0,0,0,651,Releases to Air,0,Ontario,0
crystal claire cosmetics inc.,2020,Volatile Organic Compounds (VOCs),30.2,30.47,0,0,720,Releases to Air,0,Ontario,0
i3 Energy Canada Ltd.,2020,Carbon monoxide,408.505286,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,Nitrogen oxides (expressed as nitrogen dioxide),356.474118,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,PM10 - Particulate Matter <= 10 Micrometers,8.405008,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,8.405008,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,Speciated VOCs (62 substances),0,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,Sulphur dioxide,0.006046,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,Total particulate matter,8.405008,0,0,0,2,Releases to Air,0,Alberta,0
i3 Energy Canada Ltd.,2020,Volatile Organic Compounds (VOCs),85.045328,0,0,0,2,Releases to Air,0,Alberta,0
Énergie Valero Inc,2020,"1,2,4-Trimethylbenzene",0,0.06145,0,0,9,Off-site Transfers for Treatment Prior to Final Disposal,0,Ontario,0
Énergie Valero Inc,2020,Cyclohexane,0,0,0,0,4,Sum of release to all media (<1tonne),0,New Brunswick,0
Énergie Valero Inc,2020,Ethylbenzene,0,0.07133,0,0,9,Off-site Transfers for Treatment Prior to Final Disposal,0,Ontario,0
Énergie Valero Inc,2020,Toluene,0,0.5277,0,0,9,Off-site Transfers for Treatment Prior to Final Disposal,0,Ontario,0
Énergie Valero Inc,2020,Volatile Organic Compounds (VOCs),0,24.289,0,0,4,Releases to Air,0,New Brunswick,0
Énergie Valero Inc,2020,Xylene (all isomers),0,0.3896,0,0,9,Off-site Transfers for Treatment Prior to Final Disposal,0,Ontario,0
Énergie Valero Inc,2020,n-Hexane,0,0.551,0,0,4,Sum of release to all media (<1tonne),0,New Brunswick,0
Énergie Valero Inc.,2020,"1,2,4-Trimethylbenzene",0.118,0.1072,0,0,41,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,"1,3-Butadiene",0.021,0,0,0,11,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,3-Methylcholanthrene,0,0,0,0,68,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Acenaphthene,0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Acenaphthylene,0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Ammonia (total),0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Anthracene,0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Arsenic (and its compounds),0,0,0,0,489,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Asbestos (friable form only),0,0,0,0,68,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benz[a]anthracene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benzene,0.139,0.073,0,0,68,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Benzo[a]pyrene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benzo[b]fluoranthene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benzo[e]pyrene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benzo[ghi]perylene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benzo[j]fluoranthene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Benzo[k]fluoranthene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Cadmium (and its compounds),0,0,0,0,489,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Carbon monoxide,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Chromium (and its compounds),0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Cumene,0.001,0.001,0,0,11,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Cyclohexane,0.283,0.158,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,"Dibenz[a,h]anthracene",0,0,0,0,68,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Diethanolamine (and its salts),0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Ethylbenzene,0.15439,0.0979,0,0,41,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Ethylene,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Ethylene glycol,0,0.001,0,0,489,Releases to Water Bodies,0,Quebec,0
Énergie Valero Inc.,2020,Fluoranthene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Fluorene,0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Hydrogen sulphide,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,"Indeno[1,2,3-cd]pyrene",0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Lead (and its compounds),0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Manganese (and its compounds),0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Mercury (and its compounds),0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Methanol,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Naphthalene,0.001,0.002,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,"PAHs, total unspeciated",0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Phenanthrene,0,0,0,0,489,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Phenol (and its salts),0,0,0,0,489,Releases to Water Bodies,0,Quebec,0
Énergie Valero Inc.,2020,Phosphorus (total),0,0,0,0,489,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Propylene,0.001,0.005,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Pyrene,0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Selenium (and its compounds),0,0,0,0,41,Off-site Disposal,0,Quebec,0
Énergie Valero Inc.,2020,Speciated VOCs (62 substances),0,0,0,0,11,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Sulphur dioxide,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Sulphuric acid,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Tetrachloroethylene,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Toluene,1.6195,1.1323,0,0,41,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Total particulate matter,0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Volatile Organic Compounds (VOCs),190.957,163.754,0,0,489,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,Xylene (all isomers),0.8355,0.5244,0,0,41,Releases to Air,0,Quebec,0
Énergie Valero Inc.,2020,n-Hexane,2.0135,1.48737,0,0,68,Releases to Air,0,Quebec,0
ACCEL Energy Canada Ltd.,2019,"1,2,4-Trimethylbenzene",0,0,0,0,18,Off-site Disposal,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Benzene,0,0,0,0,18,Off-site Disposal,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Carbon monoxide,0,0,0,0,1,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Cyclohexane,0,0,0,0,18,Off-site Disposal,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Ethylbenzene,0,0,0,0,18,Off-site Disposal,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,18,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,18,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Speciated VOCs (62 substances),0,0,0,0,18,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Sulphur dioxide,0,0,0,0,12,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Toluene,0,0,0,0,18,Off-site Disposal,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Total particulate matter,0,0,0,0,1,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Volatile Organic Compounds (VOCs),0,0,0,0,12,Releases to Air,1,Alberta,0
ACCEL Energy Canada Ltd.,2019,Xylene (all isomers),0,0,0,0,18,Off-site Disposal,1,Alberta,0
ADM Agri-Industies Company,2019,Carbon monoxide,0,30.0212,0,0,179,Releases to Air,1,Ontario,0
ADM Agri-Industies Company,2019,Hydrochloric acid,0,0.119,0,0,172,Releases to Air,1,Alberta,0
ADM Agri-Industies Company,2019,Methanol,0,108.4322,0,0,172,Releases to Air,1,Alberta,0
ADM Agri-Industies Company,2019,Nitrogen oxides (expressed as nitrogen dioxide),0,57.8498,0,0,179,Releases to Air,1,Ontario,0
ADM Agri-Industies Company,2019,PM10 - Particulate Matter <= 10 Micrometers,0,34.2206,0,0,179,Releases to Air,1,Ontario,0
ADM Agri-Industies Company,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,18.1808,0,0,179,Releases to Air,1,Ontario,0
ADM Agri-Industies Company,2019,Phosphorus (total),0,0,0,0,179,Off-site Disposal,1,Ontario,0
ADM Agri-Industies Company,2019,Sulphur dioxide,0,2.4234,0,0,172,Releases to Air,1,Alberta,0
ADM Agri-Industies Company,2019,Total particulate matter,0,34.2206,0,0,179,Releases to Air,1,Ontario,0
ADM Agri-Industies Company,2019,Volatile Organic Compounds (VOCs),0,382.8284,0,0,172,Releases to Air,1,Alberta,0
ADM Agri-Industies Company,2019,n-Hexane,0,151.7836,0,0,172,Releases to Air,1,Alberta,0
ADM Agri-Industries,2019,Carbon monoxide,0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries,2019,Hydrochloric acid,0,0,0,0,155,Releases to Air,1,Alberta,0
ADM Agri-Industries,2019,Methanol,0,0,0,0,155,Releases to Air,1,Alberta,0
ADM Agri-Industries,2019,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries,2019,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries,2019,Sulphur dioxide,0,0,0,0,155,Releases to Air,1,Alberta,0
ADM Agri-Industries,2019,Total particulate matter,0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries,2019,Volatile Organic Compounds (VOCs),0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries,2019,n-Hexane,0,0,0,0,180,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,Carbon monoxide,83.7102,48.6369,79.7501,77.2719,133,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,Hydrochloric acid,0.119,0,0.119,0.119,174,Releases to Air,1,Alberta,0
ADM Agri-Industries Company,2019,Methanol,108.4322,0,108.4322,108.4322,174,Releases to Air,1,Alberta,0
ADM Agri-Industries Company,2019,Nitrogen oxides (expressed as nitrogen dioxide),121.2061,61.381,123.3653,120.0563,133,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,PM10 - Particulate Matter <= 10 Micrometers,128.3052,90.7883,116.7754,114.0194,202,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,63.7424,44.4586,56.375,54.6933,202,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,Phosphorus (total),34.331,32.9605,32.9605,31.9263,163,Off-site Transfers for Treatment Prior to Final Disposal,1,Ontario,0
ADM Agri-Industries Company,2019,Speciated VOCs (62 substances),0,0,0,0,202,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,Sulphur dioxide,2.2834,0,191.5584,191.5009,138,Releases to Air,1,Alberta,0
ADM Agri-Industries Company,2019,Total particulate matter,128.3067,90.8017,116.7811,114.0218,202,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,Volatile Organic Compounds (VOCs),1140.5936,524.2614,1024.7781,913.6509,140,Releases to Air,1,Ontario,0
ADM Agri-Industries Company,2019,n-Hexane,615.394,323.1911,565.1293,495.7431,140,Releases to Air,1,Ontario,0
AECO Gas Storage Partnership,2019,"1,2,4-Trimethylbenzene",0,0,0,0,10,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,Carbon monoxide,55.394,55.686,108.721,100.956,24,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,Cyclohexane,0,0.119,0,0,10,Off-site Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,Ethylbenzene,0.0336,0,0,0,10,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,Ethylene glycol,4.286,0.9645,1.108,0,21,On-site Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,Formaldehyde,0,0,0,0,22,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,Methanol,66.56694,56.072,51.414,96.273,24,On-site Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,Nitrogen oxides (expressed as nitrogen dioxide),76.789,76.654,142.583,128.563,24,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,24,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,24,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,Speciated VOCs (62 substances),0,0,0,0,22,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,Toluene,0.019,0.182,0,0,10,Off-site Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,Volatile Organic Compounds (VOCs),66.1983,25.708,35.943,24.745,21,Releases to Air,1,Alberta,0
AECO Gas Storage Partnership,2019,Xylene (all isomers),0,0,0,0,10,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,0
AECO Gas Storage Partnership,2019,n-Hexane,0,0,0,0,10,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,0
ARC RESOURCES LTD.,2019,"1,2,4-Trimethylbenzene",0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Ammonia (total),0,0,0,0,15,Releases to Air,1,British Columbia,0
ARC RESOURCES LTD.,2019,Benzene,0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Carbon monoxide,0,0,0,0,16,Releases to Air,1,Alberta,0
ARC RESOURCES LTD.,2019,Cyclohexane,0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Ethylbenzene,0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Ethylene glycol,0,0,0,0,15,On-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Hydrogen sulphide,0,0,0,0,15,On-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Methanol,0,0,0,0,11,Releases to Air,1,British Columbia,0
ARC RESOURCES LTD.,2019,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,16,Releases to Air,1,Alberta,0
ARC RESOURCES LTD.,2019,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,16,Releases to Air,1,Alberta,0
ARC RESOURCES LTD.,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,16,Releases to Air,1,Alberta,0
ARC RESOURCES LTD.,2019,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,1,Alberta,0
ARC RESOURCES LTD.,2019,Sulphur dioxide,0,0,0,0,11,Releases to Air,1,British Columbia,0
ARC RESOURCES LTD.,2019,Toluene,0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,Total particulate matter,0,0,0,0,15,Releases to Air,1,British Columbia,0
ARC RESOURCES LTD.,2019,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,15,Releases to Air,1,British Columbia,0
ARC RESOURCES LTD.,2019,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,1,Alberta,0
ARC RESOURCES LTD.,2019,Xylene (all isomers),0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC RESOURCES LTD.,2019,n-Hexane,0,0,0,0,11,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Ammonia (total),12.796,13.1181,0,0,11,Releases to Air,1,British Columbia,0
ARC Resources,2019,Benzene,11.3215,0,0,0,14,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Carbon monoxide,1914.42,2040.539,2828.502,2261.987,1,Releases to Air,1,Alberta,0
ARC Resources,2019,Cyclohexane,201.8267,10.9308,0.4309,0,11,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Ethylbenzene,0.024,1.1633,0,0,14,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Ethylene glycol,285.0691,272.1309,0,0,11,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Hydrogen sulphide,3311.1759,3836.4658,13.691,2.559,11,On-site Disposal,1,British Columbia,0
ARC Resources,2019,Methanol,393.0516,21.5608,0,0,14,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Nitrogen oxides (expressed as nitrogen dioxide),2522.806,2746.622,3157.292,3074.034,1,Releases to Air,1,Alberta,0
ARC Resources,2019,PM10 - Particulate Matter <= 10 Micrometers,30.736,37.251,38.884,54.712,1,Releases to Air,1,Manitoba,0
ARC Resources,2019,PM2.5 - Particulate Matter <= 2.5 Micrometers,30.736,37.251,40.756,57.135,1,Releases to Air,1,Manitoba,0
ARC Resources,2019,Sulphur dioxide,185.323,317.891,490.544,2395.64,1,Releases to Air,1,Saskatchewan,0
ARC Resources,2019,Toluene,69.4924,1.0072,0.3265,0,14,Off-site Disposal,1,British Columbia,0
ARC Resources,2019,Total particulate matter,18.897,25.477,0,0,1,Releases to Air,1,Alberta,0
ARC Resources,2019,Total reduced sulphur (expressed as hydrogen sulphide),0.2959,2.9766,4.058,1.845,31,Releases to Air,1,Alberta,0
ARC Resources,2019,Volatile Organic Compounds (VOCs),902.8238,821.9118,238.692,65.597,11,Releases to Air,1,British Columbia,0
